Designator,Footprint,Quantity,Value,LCSC Part #
C1,0603,1,1u,
C2,0603,1,0.1u,
C3,0603,1,0.01u,
C4,0603,1,1u,
C5,0603,1,0.1u,
J1,Pin_1x07_P1.27mm_SMD,1,Conn_01x07,
Q1,WSON-6_1.5x1.5mm_P0.5mm,1,SSM6N42FE,
R1,0603,1,10k,
R2,0603,1,10k,
R3,0603,1,10k,
R4,0603,1,10k,
R5,0603,1,47k,
R6,0603,1,47k,
R7,0603,1,1k,
R8,0603,1,1k,
U1,SOT-23-5,1,Si91841,
U2,VL6180XV0NR&slash_1,1,VL6180X,
