Designator,Mid X,Mid Y,Rotation,Layer
D1,110.0,-94.0,90.0,top
F1,110.0,-77.185,180.0,top
J1,120.0,-86.4,270.0,top
J2,115.08,-63.725,270.0,top
R1,110.0,-86.0,270.0,top
SW1,100.0,-90.0,0.0,top
